,Rate - Valid from,Rate - Valid to,Origin Port (name),Origin Port (code),Destination Port (name),Destination Port (code),Customer,Carrier,Contract Number,Commodity,THC USED,"BAS, Currency","BAS, 20DC","BAS, 40DC","BAS, 40HC","CFD, Currency","CFD, 20DC","CFD, 40DC","CFD, 40HC","CFO, Currency","CFO, 20DC","CFO, 40DC","CFO, 40HC","DHC, Currency","DHC, 20DC","DHC, 40DC","DHC, 40HC","ERS, Currency","ERS, 20DC","ERS, 40DC","ERS, 40HC","EXP, Currency","EXP, 20DC","EXP, 40DC","EXP, 40HC","IMP, Currency","IMP, 20DC","IMP, 40DC","IMP, 40HC","LSS, Currency","LSS, 20DC","LSS, 40DC","LSS, 40HC","OHC, Currency","OHC, 20DC","OHC, 40DC","OHC, 40HC","PSS, Currency","PSS, 20DC","PSS, 40DC","PSS, 40HC","RHI, Currency","RHI, 20DC","RHI, 40DC","RHI, 40HC","EBS, Currency","EBS, 20DC","EBS, 40DC","EBS, 40HC","PAE, Currency","PAE, 20DC","PAE, 40DC","PAE, 40HC","SBF, Currency","SBF, 20DC","SBF, 40DC","SBF, 40HC"
627,"Manila, Philippines","Tuticorin, India","Manila, Philippines",PHMNL,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,750,1200,1200,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,USD,4,4,4,INR,1600,2600,2600,,,,,USD,175,225,225,USD,,,,,,,,USD,,,,,,,,,,,
628,"Manila, Philippines","Visakhapatnam, India","Manila, Philippines",PHMNL,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,610,1220,1220,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,USD,4,4,4,INR,1600,2600,2600,,,,,USD,175,225,225,USD,,,,,,,,USD,,,,,,,,,,,
629,"Mawei, China","Cochin, India","Mawei, China",CNMAW,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,662,822,822,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
630,"Mawei, China","Colombo, Sri Lanka","Mawei, China",CNMAW,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,662,822,822,USD,,,,USD,,,,USD,,,,USD,,,,CNY,100,100,100,USD,,,,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
631,"Mawei, China","Ennore Chennai, India","Mawei, China",CNMAW,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,662,672,672,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
632,"Mawei, China","Haldia Port, India","Mawei, China",CNMAW,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1312,1572,1572,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
633,"Mawei, China","Kolkata, India","Mawei, China",CNMAW,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1312,1572,1572,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
634,"Mawei, China","Krishnapatnam, India","Mawei, China",CNMAW,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,712,772,772,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
635,"Mawei, China","Male, Maldives","Mawei, China",CNMAW,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1652,2602,2602,USD,,,,USD,,,,,,,,USD,,,,CNY,100,100,100,USD,100,200,200,USD,12,24,24,CNY,563,856,856,USD,,,,USD,125,250,250,,,,,,,,,,,,
636,"Mawei, China","Mangalore, India","Mawei, China",CNMAW,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,787,1047,1047,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
637,"Mawei, China","Marmagao, India","Mawei, China",CNMAW,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,995,1362,1362,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
638,"Mawei, China","Tuticorin, India","Mawei, China",CNMAW,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,912,1022,1022,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
639,"Mawei, China","Visakhapatnam, India","Mawei, China",CNMAW,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,662,672,672,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
640,"Nanchang, China","Cochin, India","Nanchang, China",Not a port,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,750,1000,1000,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
641,"Nanchang, China","Colombo, Sri Lanka","Nanchang, China",Not a port,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,750,1000,1000,USD,,,,USD,,,,USD,,,,USD,,,,CNY,100,100,100,USD,,,,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
642,"Nanchang, China","Ennore Chennai, India","Nanchang, China",Not a port,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,750,850,850,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
643,"Nanchang, China","Haldia Port, India","Nanchang, China",Not a port,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1400,1750,1750,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
644,"Nanchang, China","Kolkata, India","Nanchang, China",Not a port,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1400,1750,1750,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
645,"Nanchang, China","Krishnapatnam, India","Nanchang, China",Not a port,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,800,950,950,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
646,"Nanchang, China","Male, Maldives","Nanchang, China",Not a port,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1740,2780,2780,USD,,,,USD,,,,,,,,USD,,,,CNY,100,100,100,USD,100,200,200,USD,12,24,24,CNY,563,856,856,USD,,,,USD,125,250,250,,,,,,,,,,,,
647,"Nanchang, China","Mangalore, India","Nanchang, China",Not a port,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,875,1225,1225,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
648,"Nanchang, China","Marmagao, India","Nanchang, China",Not a port,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1083,1540,1540,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
649,"Nanchang, China","Tuticorin, India","Nanchang, China",Not a port,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1000,1200,1200,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
650,"Nanchang, China","Visakhapatnam, India","Nanchang, China",Not a port,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,750,850,850,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
651,"Nangang, China","Ennore Chennai, India","Nangang, China",CNNGG,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,605,625,625,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
652,"Nangang, China","Male, Maldives","Nangang, China",CNNGG,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1370,2380,2380,USD,,,,USD,,,,,,,,USD,,,,CNY,50,50,50,USD,100,200,200,USD,12,24,24,CNY,565,890,890,USD,,,,USD,125,250,250,,,,,,,,,,,,
653,"Nanjing, China","Cochin, India","Nanjing, China",CNNJI,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,680,820,820,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,CNY,110,115,115,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
654,"Nanjing, China","Colombo, Sri Lanka","Nanjing, China",CNNJI,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,680,820,820,USD,,,,USD,,,,USD,,,,USD,,,,CNY,110,115,115,USD,,,,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
655,"Nanjing, China","Ennore Chennai, India","Nanjing, China",CNNJI,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,680,670,670,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,110,115,115,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
656,"Nanjing, China","Haldia Port, India","Nanjing, China",CNNJI,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1330,1570,1570,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,110,115,115,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
657,"Nanjing, China","Kolkata, India","Nanjing, China",CNNJI,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1330,1570,1570,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,110,115,115,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
658,"Nanjing, China","Krishnapatnam, India","Nanjing, China",CNNJI,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,730,770,770,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,CNY,110,115,115,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
659,"Nanjing, China","Male, Maldives","Nanjing, China",CNNJI,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1670,2600,2600,USD,,,,USD,,,,,,,,USD,,,,CNY,110,115,115,USD,100,200,200,USD,12,24,24,CNY,563,856,856,USD,,,,USD,125,250,250,,,,,,,,,,,,
660,"Nanjing, China","Mangalore, India","Nanjing, China",CNNJI,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,805,1045,1045,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,CNY,110,115,115,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
661,"Nanjing, China","Marmagao, India","Nanjing, China",CNNJI,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1013,1360,1360,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,CNY,110,115,115,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
662,"Nanjing, China","Tuticorin, India","Nanjing, China",CNNJI,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,930,1020,1020,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,CNY,110,115,115,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
663,"Nanjing, China","Visakhapatnam, India","Nanjing, China",CNNJI,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,680,670,670,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,CNY,110,115,115,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
664,"Nansha New Port, China","Cochin, India","Nansha New Port, China",CNNSA,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,500,550,550,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
665,"Nansha New Port, China","Colombo, Sri Lanka","Nansha New Port, China",CNNSA,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,500,550,550,USD,,,,USD,,,,USD,,,,USD,,,,CNY,50,50,50,USD,,,,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
666,"Nansha New Port, China","Ennore Chennai, India","Nansha New Port, China",CNNSA,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,475,425,425,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
667,"Nansha New Port, China","Haldia Port, India","Nansha New Port, China",CNNSA,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1100,1300,1300,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
668,"Nansha New Port, China","Kolkata, India","Nansha New Port, China",CNNSA,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1100,1300,1300,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
669,"Nansha New Port, China","Krishnapatnam, India","Nansha New Port, China",CNNSA,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,525,525,525,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
670,"Nansha New Port, China","Male, Maldives","Nansha New Port, China",CNNSA,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1240,2180,2180,USD,,,,USD,,,,,,,,USD,,,,CNY,50,50,50,USD,100,200,200,USD,12,24,24,CNY,565,890,890,USD,,,,USD,125,250,250,,,,,,,,,,,,
671,"Nansha New Port, China","Mangalore, India","Nansha New Port, China",CNNSA,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,625,775,775,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
672,"Nansha New Port, China","Marmagao, India","Nansha New Port, China",CNNSA,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,833,1090,1090,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
673,"Nansha New Port, China","Tuticorin, India","Nansha New Port, China",CNNSA,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,800,800,800,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
674,"Nansha New Port, China","Visakhapatnam, India","Nansha New Port, China",CNNSA,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,475,425,425,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,CNY,50,50,50,INR,1600,2600,2600,USD,12,24,24,CNY,565,890,890,USD,,,,,,,,,,,,,,,,,,,
675,"Nantong, China","Cochin, India","Nantong, China",CNNTG,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,680,840,840,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
676,"Nantong, China","Colombo, Sri Lanka","Nantong, China",CNNTG,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,680,840,840,USD,,,,USD,,,,USD,,,,USD,,,,CNY,100,100,100,USD,,,,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
677,"Nantong, China","Ennore Chennai, India","Nantong, China",CNNTG,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,680,690,690,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
678,"Nantong, China","Haldia Port, India","Nantong, China",CNNTG,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1330,1590,1590,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
679,"Nantong, China","Kolkata, India","Nantong, China",CNNTG,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1330,1590,1590,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
680,"Nantong, China","Krishnapatnam, India","Nantong, China",CNNTG,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,730,790,790,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
681,"Nantong, China","Male, Maldives","Nantong, China",CNNTG,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1670,2620,2620,USD,,,,USD,,,,,,,,USD,,,,CNY,100,100,100,USD,100,200,200,USD,12,24,24,CNY,563,856,856,USD,,,,USD,125,250,250,,,,,,,,,,,,
682,"Nantong, China","Mangalore, India","Nantong, China",CNNTG,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,805,1065,1065,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
683,"Nantong, China","Marmagao, India","Nantong, China",CNNTG,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1013,1380,1380,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
684,"Nantong, China","Tuticorin, India","Nantong, China",CNNTG,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,930,1040,1040,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
685,"Nantong, China","Visakhapatnam, India","Nantong, China",CNNTG,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,680,690,690,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
686,"Ningbo, China","Cochin, India","Ningbo, China",CNNBO,"Cochin, India",INCOK,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,550,600,600,USD,,,,USD,,,,INR,10175,13500,13500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
687,"Ningbo, China","Colombo, Sri Lanka","Ningbo, China",CNNBO,"Colombo, Sri Lanka",LKCMB,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,DTHC,USD,550,600,600,USD,,,,USD,,,,USD,,,,USD,,,,CNY,100,100,100,USD,,,,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
688,"Ningbo, China","Ennore Chennai, India","Ningbo, China",CNNBO,"Ennore Chennai, India",INMAA,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,550,450,450,USD,,,,USD,,,,INR,5775,8150,8150,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
689,"Ningbo, China","Haldia Port, India","Ningbo, China",CNNBO,"Haldia Port, India",INHAL,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1200,1350,1350,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
690,"Ningbo, China","Kolkata, India","Ningbo, China",CNNBO,"Kolkata, India",INCCU,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1200,1350,1350,USD,,,,USD,,,,INR,10000,14500,14500,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
691,"Ningbo, China","Krishnapatnam, India","Ningbo, China",CNNBO,"Krishnapatnam, India",INKRI,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,600,550,550,USD,,,,USD,,,,INR,4910,7010,7010,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
692,"Ningbo, China","Male, Maldives","Ningbo, China",CNNBO,"Male, Maldives",MVMLE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,1540,2380,2380,USD,,,,USD,,,,,,,,USD,,,,CNY,100,100,100,USD,100,200,200,USD,12,24,24,CNY,563,856,856,USD,,,,USD,125,250,250,,,,,,,,,,,,
693,"Ningbo, China","Mangalore, India","Ningbo, China",CNNBO,"Mangalore, India",INIXE,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,675,825,825,USD,,,,USD,,,,INR,4845,6950,6950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
694,"Ningbo, China","Marmagao, India","Ningbo, China",CNNBO,"Marmagao, India",INMRM,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,883,1140,1140,USD,,,,USD,,,,INR,6335,10170,10170,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
695,"Ningbo, China","Tuticorin, India","Ningbo, China",CNNBO,"Tuticorin, India",INTUT,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,800,800,800,USD,,,,USD,,,,INR,5275,7200,7200,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
696,"Ningbo, China","Visakhapatnam, India","Ningbo, China",CNNBO,"Visakhapatnam, India",INVTZ,AWESOME CUSTOMER INC.,XENETA,Super Secret Contract,FAK,NONE,USD,550,450,450,USD,,,,USD,,,,INR,6700,9950,9950,USD,,,,CNY,100,100,100,INR,1600,2600,2600,USD,12,24,24,CNY,563,856,856,USD,,,,,,,,,,,,,,,,,,,
